,homoloid,mouse,human
14482,42553082,Saa4,SAA4
14483,42536088,Saal1,SAAL1
14484,42533260,Sac3d1,SAC3D1
14485,42535225,Sacm1l,SACM1L
14486,42547201,Sacs,SACS
14487,42544912,Sae1,SAE1
14488,42543292,Safb,SAFB
14489,42543293,Safb2,SAFB2
14490,42540046,Sag,SAG
14491,42542619,Sall1,SALL1
14492,42533932,Sall2,SALL2
14493,42538413,Sall3,SALL3
14494,42542756,Sall4,SALL4
14495,42542274,Samd1,SAMD1
14496,42535311,Samd10,SAMD10
14497,42546372,Samd11,SAMD11
14498,42533023,Samd12,SAMD12
14499,42538199,Samd13,SAMD13
14500,42534105,Samd14,SAMD14
14501,42550962,Samd15,SAMD15
14502,42535286,Samd3,SAMD3
14503,42532708,Samd4,SAMD4A
14504,42549340,Samd4b,SAMD4B
14505,42550062,Samd5,SAMD5
14506,42546076,Samd7,SAMD7
14507,42535159,Samd8,SAMD8
14508,42543808,Samd9l,SAMD9L
14509,42533360,Samhd1,SAMHD1
14510,42540055,Samm50,SAMM50
14511,42545366,Samsn1,SAMSN1
14512,42540625,Sanbr,SANBR
14513,42536394,Sap130,SAP130
14514,42547407,Sap18,SAP18
14515,42553237,Sap18b,SAP18
14516,42549805,Sap25,SAP25
14517,42548928,Sap30,SAP30
14518,42543027,Sap30bp,SAP30BP
14519,42547475,Sap30l,SAP30L
14520,42549262,Sapcd1,SAPCD1
14521,42534127,Sapcd2,SAPCD2
14522,42537146,Sar1a,SAR1A
14523,42540388,Sar1b,SAR1B
14524,42537098,Saraf,SARAF
14525,42543173,Sardh,SARDH
14526,42542005,Sarm1,SARM1
14527,42537335,Sarnp,SARNP
14528,42542203,Sars,SARS1
14529,42548284,Sars2,SARS2
14530,42542677,Sart1,SART1
14531,42541980,Sart3,SART3
14532,42543718,Sash1,SASH1
14533,42546468,Sash3,SASH3
14534,42541678,Sass6,SASS6
14535,42532937,Sat1,SAT1
14536,42533106,Sat2,SAT2
14537,42534463,Satb1,SATB1
14538,42540765,Satb2,SATB2
14539,42549021,Satl1,SATL1
14540,42545107,Sav1,SAV1
14541,42548843,Saxo1,SAXO1
14542,42547298,Saxo2,SAXO2
14543,42546458,Saysd1,SAYSD1
14544,42548416,Sbds,SBDS
14545,42544176,Sbf1,SBF1
14546,42540789,Sbf2,SBF2
14547,42532417,Sbk1,SBK1
14548,42533162,Sbk2,SBK2
14549,42549366,Sbk3,SBK3
14550,42547616,Sbno1,SBNO1
14551,42536868,Sbno2,SBNO2
14552,42548992,Sbp,ZG16B
14553,42549428,Sbpl,ZG16B
14554,42550074,Sbsn,SBSN
14555,42550028,Sbspon,SBSPON
14556,42541432,Sc5d,SC5D
14557,42542674,Scaf1,SCAF1
14558,42544418,Scaf11,SCAF11
14559,42539401,Scaf4,SCAF4
14560,42534249,Scaf8,SCAF8
14561,42541359,Scai,SCAI
14562,42537388,Scamp1,SCAMP1
14563,42544479,Scamp2,SCAMP2
14564,42547552,Scamp3,SCAMP3
14565,42536329,Scamp4,SCAMP4
14566,42540127,Scamp5,SCAMP5
14567,42549296,Scand1,SCAND1
14568,42536855,Scap,SCAP
14569,42537614,Scaper,SCAPER
14570,42541249,Scara3,SCARA3
14571,42538110,Scara5,SCARA5
14572,42540036,Scarb1,SCARB1
14573,42532328,Scarb2,SCARB2
14574,42536294,Scarf1,SCARF1
14575,42545377,Scarf2,SCARF2
14576,42548821,Scart1,SCART1
14577,42532670,Sccpdh,SCCPDH
14578,42534736,Scd1,SCD
14579,42534737,Scd2,SCD
14580,42534735,Scd3,SCD
14581,42534734,Scd4,SCD
14582,42538736,Scel,SCEL
14583,42548440,Scfd1,SCFD1
14584,42534132,Scfd2,SCFD2
14585,42545988,Scg2,SCG2
14586,42534739,Scg3,SCG3
14587,42548401,Scg5,SCG5
14588,42550640,Scgb1a1,SCGB1A1
14589,42549457,Scgb1c1,SCGB1C1
14590,42550943,Scgb2a2,SCGB2A2
14591,42550065,Scgb3a1,SCGB3A1
14592,42549600,Scgb3a2,SCGB3A2
14593,42534412,Scgn,SCGN
14594,42542891,Schip1,SCHIP1
14595,42549540,Scimp,SCIMP
14596,42538300,Scin,SCIN
14597,42548202,Sclt1,SCLT1
14598,42535841,Scly,SCLY
14599,42540227,Scmh1,SCMH1
14600,42537478,Scml2,SCML2
14601,42539181,Scml4,SCML4
14602,42535327,Scn10a,SCN10A
14603,42550731,Scn11a,SCN11A
14604,42543189,Scn1a,SCN1A
14605,42533584,Scn1b,SCN1B
14606,42543190,Scn2a,SCN2A
14607,42538502,Scn2b,SCN2B
14608,42543191,Scn3a,SCN3A
14609,42548475,Scn3b,SCN3B
14610,42542102,Scn4a,SCN4A
14611,42537026,Scn4b,SCN4B
14612,42535326,Scn5a,SCN5A
14613,42543841,Scn7a,SCN7A
14614,42536723,Scn8a,SCN8A
14615,42543188,Scn9a,SCN9A
14616,42546618,Scnm1,SCNM1
14617,42548790,Scnn1a,SCNN1A
14618,42549413,Scnn1b,SCNN1B
14619,42549665,Scnn1g,SCNN1G
14620,42534721,Sco1,SCO1
14621,42545744,Sco2,SCO2
14622,42540738,Scoc,SCOC
14623,42541951,Scp2,SCP2
14624,42540038,Scp2d1,SCP2D1
14625,42548433,Scpep1,SCPEP1
14626,42550663,Scrg1,SCRG1
14627,42540295,Scrib,SCRIB
14628,42550899,Scrn1,SCRN1
14629,42546193,Scrn2,SCRN2
14630,42541662,Scrn3,SCRN3
14631,42541152,Scrt1,SCRT1
14632,42548262,Scrt2,SCRT2
14633,42549823,Sct,SCT
14634,42549722,Sctr,SCTR
14635,42538485,Scube1,SCUBE1
14636,42547685,Scube2,SCUBE2
14637,42534778,Scube3,SCUBE3
14638,42534493,Scx,SCX
14639,42533028,Scyl1,SCYL1
14640,42533757,Scyl2,SCYL2
14641,42547258,Scyl3,SCYL3
14642,42535393,Sdad1,SDAD1
14643,42548885,Sdc1,SDC1
14644,42534720,Sdc2,SDC2
14645,42546726,Sdc3,SDC3
14646,42547441,Sdc4,SDC4
14647,42538862,Sdcbp,SDCBP
14648,42540446,Sdcbp2,SDCBP2
14649,42537155,Sdccag8,SDCCAG8
14650,42545006,Sde2,SDE2
14651,42545722,Sdf2,SDF2
14652,42547328,Sdf2l1,SDF2L1
14653,42546607,Sdf4,SDF4
14654,42545268,Sdha,SDHA
14655,42537831,Sdhaf1,SDHAF1
14656,42539709,Sdhaf2,SDHAF2
14657,42543272,Sdhaf3,SDHAF3
14658,42537837,Sdhaf4,SDHAF4
14659,42548005,Sdhb,SDHB
14660,42546241,Sdhc,SDHC
14661,42542189,Sdhd,SDHD
14662,42538836,Sdk1,SDK1
14663,42544769,Sdk2,SDK2
14664,42540643,Sdr16c5,SDR16C5
14665,42540642,Sdr16c6,SDR16C6P
14666,42532424,Sdr39u1,SDR39U1
14667,42538645,Sdr42e1,SDR42E1
14668,42550390,Sdr9c7,SDR9C7
14669,42532667,Sds,SDS
14670,42532666,Sdsl,SDSL
14671,42543069,Sebox,SEBOX
14672,42545310,Sec11a,SEC11A
14673,42550034,Sec11c,SEC11C
14674,42536268,Sec13,SEC13
14675,42541612,Sec14l1,SEC14L1
14676,42532319,Sec14l2,SEC14L2
14677,42532318,Sec14l3,SEC14L3
14678,42538057,Sec14l4,SEC14L4
14679,42549987,Sec14l5,SEC14L5
14680,42547071,Sec16a,SEC16A
14681,42532455,Sec16b,SEC16B
14682,42543455,Sec22a,SEC22A
14683,42548337,Sec22b,SEC22B
14684,42538824,Sec22c,SEC22C
14685,42543786,Sec23a,SEC23A
14686,42546427,Sec23b,SEC23B
14687,42546226,Sec23ip,SEC23IP
14688,42543628,Sec24a,SEC24A
14689,42534177,Sec24b,SEC24B
14690,42540037,Sec24c,SEC24C
14691,42540255,Sec24d,SEC24D
14692,42544665,Sec31a,SEC31A
14693,42535564,Sec31b,SEC31B
14694,42543231,Sec61a1,SEC61A1
14695,42549398,Sec61a2,SEC61A2
14696,42542862,Sec61b,SEC61B
14697,42548501,Sec61g,SEC61G
14698,42536251,Sec62,SEC62
14699,42543052,Sec63,SEC63
14700,42535502,Secisbp2,SECISBP2
14701,42534118,Secisbp2l,SECISBP2L
14702,42548945,Sectm1a,SECTM1
14703,42550042,Sectm1b,SECTM1
14704,42543391,Seh1l,SEH1L
14705,42542897,Sel1l,SEL1L
14706,42550856,Sel1l2,SEL1L2
14707,42540962,Sel1l3,SEL1L3
14708,42548538,Sele,SELE
14709,42545850,Selenbp1,SELENBP1
14710,42545851,Selenbp2,SELENBP1
14711,42541564,Selenof,SELENOF
14712,42532854,Selenoh,SELENOH
14713,42532630,Selenoi,SELENOI
14714,42538201,Selenok,SELENOK
14715,42539102,Selenom,SELENOM
14716,42544161,Selenon,SELENON
14717,42545392,Selenoo,SELENOO
14718,42540179,Selenop,SELENOP
14719,42538185,Selenos,SELENOS
14720,42537658,Selenot,SELENOT
14721,42550068,Selenov,SELENOV
14722,42540979,Selenow,SELENOW
14723,42551009,Sell,SELL
14724,42539758,Selp,SELP
14725,42539316,Selplg,SELPLG
14726,42546257,Sem1,SEM1
14727,42534693,Sema3a,SEMA3A
14728,42540323,Sema3b,SEMA3B
14729,42543890,Sema3c,SEMA3C
14730,42536969,Sema3d,SEMA3D
14731,42543178,Sema3e,SEMA3E
14732,42536052,Sema3f,SEMA3F
14733,42541713,Sema3g,SEMA3G
14734,42544249,Sema4a,SEMA4A
14735,42536965,Sema4b,SEMA4B
14736,42546373,Sema4c,SEMA4C
14737,42538220,Sema4d,SEMA4D
14738,42547305,Sema4f,SEMA4F
14739,42539478,Sema4g,SEMA4G
14740,42541673,Sema5a,SEMA5A
14741,42537151,Sema5b,SEMA5B
14742,42537909,Sema6a,SEMA6A
14743,42541513,Sema6b,SEMA6B
14744,42541519,Sema6c,SEMA6C
14745,42548199,Sema6d,SEMA6D
14746,42537931,Sema7a,SEMA7A
14747,42548905,Semg1,SEMG1
14748,42532320,Senp1,SENP1
14749,42543034,Senp2,SENP2
14750,42535443,Senp3,SENP3
14751,42546755,Senp5,SENP5
14752,42542360,Senp6,SENP6
14753,42534386,Senp7,SENP7
14754,42540158,Senp8,SENP8
14755,42545410,Sephs1,SEPHS1
14756,42544111,Sephs2,SEPHS2
14757,42540139,Sepsecs,SEPSECS
14758,42549877,Septin1,SEPTIN1
14759,42539232,Septin10,SEPTIN10
14760,42549899,Septin11,SEPTIN11
14761,42546046,Septin12,SEPTIN12
14762,42539233,Septin14,SEPTIN14
14763,42544834,Septin2,SEPTIN2
14764,42538844,Septin3,SEPTIN3
14765,42535316,Septin4,SEPTIN4
14766,42535857,Septin5,SEPTIN5
14767,42539152,Septin6,SEPTIN6
14768,42534048,Septin7,SEPTIN7
14769,42542562,Septin8,SEPTIN8
14770,42547909,Septin9,SEPTIN9
14771,42542168,Serac1,SERAC1
14772,42534546,Serbp1,SERBP1
14773,42535445,Serf2,SERF2
14774,42547020,Sergef,SERGEF
14775,42542777,Serhl,SERHL
14776,42543794,Serinc1,SERINC1
14777,42538472,Serinc2,SERINC2
14778,42533794,Serinc3,SERINC3
14779,42546691,Serinc4,SERINC4
14780,42537824,Serinc5,SERINC5
14781,42533311,Serp1,SERP1
14782,42542721,Serp2,SERP2
14783,42542106,Serpina10,SERPINA10
14784,42534016,Serpina11,SERPINA11
14785,42534022,Serpina12,SERPINA12
14786,42534021,Serpina1a,SERPINA1
14787,42534024,Serpina1b,SERPINA1
14788,42534031,Serpina1c,SERPINA1
14789,42534025,Serpina1d,SERPINA1
14790,42534027,Serpina1e,SERPINA1
14791,42534026,Serpina1f,SERPINA2
14792,42534030,Serpina3a,SERPINA3
14793,42534018,Serpina3b,SERPINA3
14794,42534028,Serpina3c,SERPINA3
14795,42537299,Serpina3f,SERPINA3
14796,42534029,Serpina3g,SERPINA3
14797,42537297,Serpina3i,SERPINA3
14798,42537298,Serpina3j,SERPINA3
14799,42534020,Serpina3k,SERPINA3
14800,42537300,Serpina3m,SERPINA3
14801,42534023,Serpina3n,SERPINA3
14802,42534019,Serpina5,SERPINA5
14803,42534033,Serpina6,SERPINA6
14804,42534017,Serpina7,SERPINA7
14805,42534032,Serpina9,SERPINA9
14806,42550815,Serpinb10,SERPINB10
14807,42550742,Serpinb11,SERPINB11
14808,42550910,Serpinb12,SERPINB12
14809,42549399,Serpinb13,SERPINB13
14810,42536824,Serpinb1a,SERPINB1
14811,42536823,Serpinb1b,SERPINB1
14812,42536822,Serpinb1c,SERPINB1
14813,42548951,Serpinb2,SERPINB2
14814,42550025,Serpinb5,SERPINB5
14815,42538250,Serpinb6a,SERPINB6
14816,42538251,Serpinb6b,SERPINB6
14817,42544285,Serpinb6c,SERPINB6
14818,42538246,Serpinb6d,SERPINB6
14819,42538245,Serpinb6e,SERPINB6
14820,42549907,Serpinb7,SERPINB7
14821,42544284,Serpinb8,SERPINB8
14822,42538252,Serpinb9,SERPINB9
14823,42538255,Serpinb9b,SERPINB9
14824,42538249,Serpinb9c,SERPINB9
14825,42538248,Serpinb9d,SERPINB9
14826,42538254,Serpinb9e,SERPINB9
14827,42538247,Serpinb9f,SERPINB9
14828,42538253,Serpinb9g,SERPINB9
14829,42538244,Serpinb9h,SERPINB9
14830,42541751,Serpinc1,SERPINC1
14831,42547941,Serpind1,SERPIND1
14832,42544243,Serpine1,SERPINE1
14833,42546272,Serpine2,SERPINE2
14834,42540200,Serpine3,SERPINE3
14835,42547107,Serpinf1,SERPINF1
14836,42542960,Serpinf2,SERPINF2
14837,42543973,Serping1,SERPING1
14838,42538988,Serpinh1,SERPINH1
14839,42546012,Serpini1,SERPINI1
14840,42548714,Serpini2,SERPINI2
14841,42542714,Sertad1,SERTAD1
14842,42543385,Sertad2,SERTAD2
14843,42542715,Sertad3,SERTAD3
14844,42533691,Sertad4,SERTAD4
14845,42549760,Sertm1,SERTM1
14846,42541701,Sesn1,SESN1
14847,42537040,Sesn2,SESN2
14848,42542643,Sesn3,SESN3
14849,42535204,Sestd1,SESTD1
14850,42534936,Set,SET
14851,42544631,Setbp1,SETBP1
14852,42535379,Setd1a,SETD1A
14853,42547894,Setd1b,SETD1B
14854,42543504,Setd2,SETD2
14855,42535203,Setd3,SETD3
14856,42534902,Setd4,SETD4
14857,42545084,Setd5,SETD5
14858,42540460,Setd6,SETD6
14859,42538500,Setd7,SETD7
14860,42537768,Setdb1,SETDB1
14861,42545763,Setdb2,SETDB2
14862,42535396,Setmar,SETMAR
14863,42546495,Setx,SETX
14864,42546318,Sez6,SEZ6
14865,42549950,Sez6l,SEZ6L
14866,42543198,Sez6l2,SEZ6L2
14867,42545331,Sf1,SF1
14868,42547760,Sf3a1,SF3A1
14869,42540722,Sf3a2,SF3A2
14870,42546977,Sf3a3,SF3A3
14871,42541584,Sf3b1,SF3B1
14872,42535520,Sf3b2,SF3B2
14873,42544497,Sf3b3,SF3B3
14874,42535162,Sf3b4,SF3B4
14875,42545190,Sf3b5,SF3B5
14876,42540550,Sf3b6,SF3B6
14877,42545848,Sfi1,SFI1
14878,42536869,Sfmbt1,SFMBT1
14879,42538486,Sfmbt2,SFMBT2
14880,42543733,Sfn,SFN
14881,42538892,Sfpq,SFPQ
14882,42542622,Sfr1,SFR1
14883,42540955,Sfrp1,SFRP1
14884,42541530,Sfrp2,SFRP2
14885,42549480,Sfrp4,SFRP4
14886,42544772,Sfrp5,SFRP5
14887,42543889,Sfswap,SFSWAP
14888,42535860,Sft2d1,SFT2D1
14889,42534220,Sft2d2,SFT2D2
14890,42548528,Sft2d3,SFT2D3
14891,42549844,Sfta2,SFTA2
14892,42549538,Sftpa1,SFTPA1
14893,42542465,Sftpb,SFTPB
14894,42549449,Sftpc,SFTPC
14895,42542820,Sftpd,SFTPD
14896,42540821,Sfxn1,SFXN1
14897,42547299,Sfxn2,SFXN2
14898,42545016,Sfxn3,SFXN3
14899,42541081,Sfxn4,SFXN4
14900,42534897,Sfxn5,SFXN5
14901,42543912,Sgca,SGCA
14902,42536970,Sgcb,SGCB
14903,42548366,Sgcd,SGCD
14904,42539003,Sgce,SGCE
14905,42542982,Sgcg,SGCG
14906,42549408,Sgcz,SGCZ
14907,42536236,Sgf29,SGF29
14908,42533098,Sgip1,SGIP1
14909,42535239,Sgk1,SGK1
14910,42537347,Sgk2,SGK2
14911,42548570,Sgk3,SGK3
14912,42534593,Sgms1,SGMS1
14913,42533102,Sgms2,SGMS2
14914,42545930,Sgo1,SGO1
14915,42541231,Sgo2a,SGO2
14916,42541232,Sgo2b,SGO2
14917,42537222,Sgpl1,SGPL1
14918,42534441,Sgpp1,SGPP1
14919,42534938,Sgpp2,SGPP2
14920,42548055,Sgsh,SGSH
14921,42544537,Sgsm1,SGSM1
14922,42532853,Sgsm2,SGSM2
14923,42538959,Sgsm3,SGSM3
14924,42533519,Sgta,SGTA
14925,42547319,Sgtb,SGTB
14926,42545286,Sh2b1,SH2B1
14927,42550898,Sh2b2,SH2B2
14928,42538188,Sh2b3,SH2B3
14929,42533677,Sh2d1a,SH2D1A
14930,42533588,Sh2d1b1,SH2D1B
14931,42533589,Sh2d1b2,SH2D1B
14932,42533495,Sh2d2a,SH2D2A
14933,42547391,Sh2d3c,SH2D3C
14934,42544851,Sh2d4a,SH2D4A
14935,42540082,Sh2d4b,SH2D4B
14936,42540639,Sh2d5,SH2D5
14937,42533706,Sh2d6,SH2D6
14938,42540925,Sh2d7,SH2D7
14939,42537830,Sh3bgr,SH3BGR
14940,42543849,Sh3bgrl,SH3BGRL
14941,42544568,Sh3bgrl2,SH3BGRL2
14942,42541771,Sh3bgrl3,SH3BGRL3
14943,42538525,Sh3bp1,SH3BP1
14944,42542374,Sh3bp2,SH3BP2
14945,42546941,Sh3bp4,SH3BP4
14946,42537205,Sh3bp5,SH3BP5
14947,42547423,Sh3bp5l,SH3BP5L
14948,42536369,Sh3d19,SH3D19
14949,42532607,Sh3d21,SH3D21
14950,42540438,Sh3gl1,SH3GL1
14951,42534058,Sh3gl2,SH3GL2
14952,42537698,Sh3gl3,SH3GL3
14953,42532948,Sh3glb1,SH3GLB1
14954,42542458,Sh3glb2,SH3GLB2
14955,42547638,Sh3kbp1,SH3KBP1
14956,42534933,Sh3pxd2a,SH3PXD2A
14957,42548349,Sh3pxd2b,SH3PXD2B
14958,42545695,Sh3rf1,SH3RF1
14959,42533850,Sh3rf2,SH3RF2
14960,42548832,Sh3rf3,SH3RF3
14961,42549720,Sh3tc1,SH3TC1
14962,42540452,Sh3tc2,SH3TC2
14963,42538989,Sh3yl1,SH3YL1
14964,42537343,Shank1,SHANK1
14965,42546163,Shank2,SHANK2
14966,42540954,Shank3,SHANK3
14967,42541668,Sharpin,SHARPIN
14968,42549701,Shb,SHB
14969,42542030,Shbg,SHBG
14970,42545351,Shc1,SHC1
14971,42537801,Shc2,SHC2
14972,42538322,Shc3,SHC3
14973,42549219,Shc4,SHC4
14974,42547561,Shcbp1,SHCBP1
14975,42549003,Shcbp1l,SHCBP1L
14976,42535753,Shd,SHD
14977,42537937,She,SHE
14978,42544551,Shf,SHF
14979,42533887,Shfl,SHFL
14980,42534803,Shh,SHH
14981,42535931,Shisa2,SHISA2
14982,42545447,Shisa3,SHISA3
14983,42541266,Shisa4,SHISA4
14984,42540386,Shisa5,SHISA5
14985,42550368,Shisa6,SHISA6
14986,42538549,Shisa7,SHISA7
14987,42546637,Shisa8,SHISA8
14988,42536620,Shisa9,SHISA9
14989,42540248,Shisal1,SHISAL1
14990,42550973,Shisal2a,SHISAL2A
14991,42551024,Shisal2b,SHISAL2B
14992,42545267,Shkbp1,SHKBP1
14993,42549561,Shld1,SHLD1
14994,42534437,Shld2,SHLD2
14995,42546316,Shld3,SHLD3
14996,42547277,Shmt1,SHMT1
14997,42535481,Shmt2,SHMT2
14998,42548752,Shoc1,SHOC1
14999,42542313,Shoc2,SHOC2
15000,42535850,Shox2,SHOX2
15001,42540159,Shpk,SHPK
15002,42546507,Shprh,SHPRH
15003,42537092,Shq1,SHQ1
15004,42543772,Shroom1,SHROOM1
15005,42534866,Shroom2,SHROOM2
15006,42539481,Shroom3,SHROOM3
15007,42537130,Shroom4,SHROOM4
15008,42540548,Shtn1,SHTN1
15009,42545218,Siae,SIAE
15010,42535960,Siah1a,SIAH1
15011,42535959,Siah1b,SIAH1
15012,42547999,Siah2,SIAH2
15013,42549719,Siah3,SIAH3
15014,42549809,Sidt1,SIDT1
15015,42541056,Sidt2,SIDT2
15016,42543587,Sigirr,SIGIRR
15017,42549976,Siglec1,SIGLEC1
15018,42547126,Siglec15,SIGLEC15
15019,42553265,Siglecl1,SIGLECL1
15020,42544900,Sigmar1,SIGMAR1
15021,42534487,Sik1,SIK1
15022,42541610,Sik2,SIK2
15023,42545043,Sik3,SIK3
15024,42540796,Sike1,SIKE1
15025,42533070,Sil1,SIL1
15026,42553153,Silc1,SILC1
15027,42544337,Sim1,SIM1
15028,42549148,Sim2,SIM2
15029,42532463,Simc1,SIMC1
15030,42540524,Sin3a,SIN3A
15031,42541118,Sin3b,SIN3B
15032,42538520,Sinhcaf,SINHCAF
15033,42544557,Sipa1,SIPA1
15034,42538230,Sipa1l1,SIPA1L1
15035,42533996,Sipa1l2,SIPA1L2
15036,42541237,Sipa1l3,SIPA1L3
15037,42536023,Sirpa,SIRPA
15038,42553075,Sirpd,SIRPD
15039,42536874,Sirt1,SIRT1
15040,42534767,Sirt2,SIRT2
15041,42541512,Sirt3,SIRT3
15042,42542876,Sirt4,SIRT4
15043,42544049,Sirt5,SIRT5
15044,42544301,Sirt6,SIRT6
15045,42548547,Sirt7,SIRT7
15046,42542390,Sis,SI
15047,42550517,Sit1,SIT1
15048,42543925,Siva1,SIVA1
15049,42537170,Six1,SIX1
15050,42538828,Six2,SIX2
15051,42535310,Six3,SIX3
15052,42542694,Six4,SIX4
15053,42546096,Six5,SIX5
15054,42541318,Six6,SIX6
15055,42545750,Ska1,SKA1
15056,42534657,Ska2,SKA2
15057,42546313,Ska3,SKA3
15058,42546588,Skap1,SKAP1
15059,42542646,Skap2,SKAP2
15060,42538697,Ski,SKI
15061,42540534,Skic2,SKIC2
15062,42543937,Skic3,SKIC3
15063,42538855,Skic8,SKIC8
15064,42534116,Skida1,SKIDA1
15065,42534805,Skil,SKIL
15066,42535031,Skor1,SKOR1
15067,42533156,Skor2,SKOR2
15068,42546914,Skp1,SKP1
15069,42547580,Skp2,SKP2
15070,42547663,Sla,SLA
15071,42533425,Sla2,SLA2
15072,42541634,Slain1,SLAIN1
15073,42543014,Slain2,SLAIN2
15074,42549695,Slamf1,SLAMF1
15075,42532562,Slamf6,SLAMF6
15076,42532563,Slamf7,SLAMF7
15077,42549122,Slamf8,SLAMF8
15078,42532565,Slamf9,SLAMF9
15079,42544966,Slbp,SLBP
15080,42539312,Slc10a1,SLC10A1
15081,42539154,Slc10a2,SLC10A2
15082,42544089,Slc10a3,SLC10A3
15083,42537888,Slc10a4,SLC10A4
15084,42537889,Slc10a4-ps,SLC10A4
15085,42549878,Slc10a5,SLC10A5
15086,42550291,Slc10a6,SLC10A6
15087,42533364,Slc10a7,SLC10A7
15088,42542007,Slc11a1,SLC11A1
15089,42542006,Slc11a2,SLC11A2
15090,42544762,Slc12a1,SLC12A1
15091,42546266,Slc12a2,SLC12A2
15092,42534962,Slc12a3,SLC12A3
15093,42546105,Slc12a4,SLC12A4
15094,42543567,Slc12a5,SLC12A5
15095,42533944,Slc12a6,SLC12A6
15096,42536137,Slc12a7,SLC12A7
15097,42537610,Slc12a8,SLC12A8
15098,42536095,Slc12a9,SLC12A9
15099,42537379,Slc13a1,SLC13A1
15100,42537713,Slc13a2,SLC13A2
15101,42541416,Slc13a3,SLC13A3
15102,42535609,Slc13a4,SLC13A4
15103,42536164,Slc13a5,SLC13A5
15104,42538418,Slc14a1,SLC14A1
15105,42538419,Slc14a2,SLC14A2
15106,42536173,Slc15a1,SLC15A1
15107,42547548,Slc15a2,SLC15A2
15108,42550622,Slc15a3,SLC15A3
15109,42542901,Slc15a4,SLC15A4
15110,42534449,Slc15a5,SLC15A5
15111,42534601,Slc16a1,SLC16A1
15112,42537534,Slc16a10,SLC16A10
15113,42546511,Slc16a11,SLC16A11
15114,42541424,Slc16a12,SLC16A12
15115,42546512,Slc16a13,SLC16A13
15116,42550599,Slc16a14,SLC16A14
15117,42546951,Slc16a2,SLC16A2
15118,42534168,Slc16a3,SLC16A3
15119,42540355,Slc16a4,SLC16A4
15120,42540131,Slc16a5,SLC16A5
15121,42541036,Slc16a6,SLC16A6
15122,42533308,Slc16a7,SLC16A7
15123,42544091,Slc16a8,SLC16A8
15124,42540993,Slc16a9,SLC16A9
15125,42532674,Slc17a1,SLC17A1
15126,42532673,Slc17a2,SLC17A2
15127,42532672,Slc17a3,SLC17A3
15128,42532671,Slc17a4,SLC17A4
15129,42535624,Slc17a5,SLC17A5
15130,42545835,Slc17a6,SLC17A6
15131,42537887,Slc17a7,SLC17A7
15132,42547767,Slc17a8,SLC17A8
15133,42545420,Slc17a9,SLC17A9
15134,42550539,Slc18a1,SLC18A1
15135,42546608,Slc18a2,SLC18A2
15136,42545003,Slc18a3,SLC18A3
15137,42538505,Slc18b1,SLC18B1
15138,42540664,Slc19a1,SLC19A1
15139,42540192,Slc19a2,SLC19A2
15140,42543619,Slc19a3,SLC19A3
15141,42540465,Slc1a1,SLC1A1
15142,42537516,Slc1a2,SLC1A2
15143,42535176,Slc1a3,SLC1A3
15144,42546924,Slc1a4,SLC1A4
15145,42546352,Slc1a5,SLC1A5
15146,42544997,Slc1a6,SLC1A6
15147,42539937,Slc1a7,SLC1A7
15148,42537081,Slc20a1,SLC20A1
15149,42533981,Slc20a2,SLC20A2
15150,42542334,Slc22a1,SLC22A1
15151,42550764,Slc22a12,SLC22A12
15152,42532629,Slc22a13,SLC22A13
15153,42532628,Slc22a14,SLC22A14
15154,42534203,Slc22a15,SLC22A15
15155,42547637,Slc22a16,SLC22A16
15156,42534631,Slc22a17,SLC22A17
15157,42540172,Slc22a18,SLC22A18
15158,42542335,Slc22a2,SLC22A2
15159,42540040,Slc22a20,SLC22A20P
15160,42548391,Slc22a21,SLC22A5
15161,42534663,Slc22a23,SLC22A23
15162,42533151,Slc22a3,SLC22A3
15163,42545065,Slc22a4,SLC22A4
15164,42546754,Slc22a5,SLC22A5
15165,42545269,Slc22a6,SLC22A6
15166,42534310,Slc22a7,SLC22A7
15167,42540041,Slc22a8,SLC22A8
15168,42539078,Slc23a1,SLC23A1
15169,42538881,Slc23a2,SLC23A2
15170,42536358,Slc23a3,SLC23A3
15171,42547210,Slc23a4,SLC23A4P
15172,42546612,Slc24a1,SLC24A1
15173,42546465,Slc24a2,SLC24A2
15174,42538488,Slc24a3,SLC24A3
15175,42539935,Slc24a4,SLC24A4
15176,42535569,Slc24a5,SLC24A5
15177,42534147,Slc25a1,SLC25A1
15178,42534329,Slc25a10,SLC25A10
15179,42544727,Slc25a11,SLC25A11
15180,42542547,Slc25a12,SLC25A12
15181,42550301,Slc25a13,SLC25A13
15182,42537546,Slc25a14,SLC25A14
15183,42537262,Slc25a15,SLC25A15
15184,42547791,Slc25a16,SLC25A16
15185,42534275,Slc25a17,SLC25A17
15186,42538334,Slc25a18,SLC25A18
15187,42533904,Slc25a19,SLC25A19
15188,42537261,Slc25a2,SLC25A2
15189,42542336,Slc25a20,SLC25A20
15190,42544505,Slc25a21,SLC25A21
15191,42534216,Slc25a22,SLC25A22
15192,42536073,Slc25a23,SLC25A23
15193,42547019,Slc25a24,SLC25A24
15194,42535308,Slc25a25,SLC25A25
15195,42547778,Slc25a26,SLC25A26
15196,42540478,Slc25a27,SLC25A27
15197,42543367,Slc25a28,SLC25A28
15198,42540774,Slc25a29,SLC25A29
15199,42534768,Slc25a3,SLC25A3
